Trade_Time,Price_USD,Volume_BTC,Symbol
2025-09-30 00:37:06.515,114258.5,0.002,BTCUSDT
2025-09-30 00:37:06.515,114258.5,0.006,BTCUSDT
2025-09-30 00:37:06.515,114258.5,0.011,BTCUSDT
2025-09-30 00:37:06.517,114258.6,0.002,BTCUSDT
2025-09-30 00:37:06.517,114258.6,0.001,BTCUSDT
2025-09-30 00:37:06.517,114258.6,0.001,BTCUSDT
2025-09-30 00:37:06.517,114258.8,0.002,BTCUSDT
2025-09-30 00:37:06.517,114258.8,0.002,BTCUSDT
2025-09-30 00:37:06.517,114259.1,0.001,BTCUSDT
2025-09-30 00:37:06.517,114259.2,0.002,BTCUSDT
2025-09-30 00:37:06.517,114259.2,0.001,BTCUSDT
2025-09-30 00:37:06.517,114259.8,0.002,BTCUSDT
2025-09-30 00:37:06.517,114259.9,0.002,BTCUSDT
2025-09-30 00:37:06.517,114259.9,0.002,BTCUSDT
2025-09-30 00:37:06.517,114260.0,0.001,BTCUSDT
2025-09-30 00:37:06.517,114260.5,0.001,BTCUSDT
2025-09-30 00:37:06.517,114260.6,0.002,BTCUSDT
2025-09-30 00:37:06.517,114260.8,0.001,BTCUSDT
2025-09-30 00:37:06.517,114261.1,0.002,BTCUSDT
2025-09-30 00:37:06.517,114261.1,0.002,BTCUSDT
2025-09-30 00:37:06.517,114261.2,0.002,BTCUSDT
2025-09-30 00:37:06.517,114261.3,0.002,BTCUSDT
2025-09-30 00:37:06.517,114261.8,0.002,BTCUSDT
2025-09-30 00:37:06.517,114261.9,0.001,BTCUSDT
2025-09-30 00:37:06.517,114262.1,0.015,BTCUSDT
2025-09-30 00:37:06.517,114262.2,0.002,BTCUSDT
2025-09-30 00:37:06.517,114262.2,0.002,BTCUSDT
2025-09-30 00:37:06.518,114262.4,0.002,BTCUSDT
2025-09-30 00:37:06.518,114262.4,0.001,BTCUSDT
2025-09-30 00:37:06.518,114262.4,0.005,BTCUSDT
2025-09-30 00:37:06.518,114262.5,0.001,BTCUSDT
2025-09-30 00:37:06.518,114262.5,0.087,BTCUSDT
2025-09-30 00:37:06.518,114263.0,0.002,BTCUSDT
2025-09-30 00:37:06.518,114263.4,0.002,BTCUSDT
2025-09-30 00:37:06.518,114263.4,0.002,BTCUSDT
2025-09-30 00:37:06.518,114263.5,0.001,BTCUSDT
2025-09-30 00:37:06.561,114263.6,0.002,BTCUSDT
2025-09-30 00:37:06.561,114263.6,0.002,BTCUSDT
2025-09-30 00:37:06.605,114263.6,0.001,BTCUSDT
2025-09-30 00:37:06.605,114263.6,0.001,BTCUSDT
2025-09-30 00:37:06.605,114263.6,0.001,BTCUSDT
2025-09-30 00:37:06.605,114263.6,0.001,BTCUSDT
2025-09-30 00:37:06.605,114263.6,0.001,BTCUSDT
2025-09-30 00:37:06.605,114263.6,0.006,BTCUSDT
2025-09-30 00:37:06.605,114263.6,0.002,BTCUSDT
2025-09-30 00:37:06.605,114263.6,0.009,BTCUSDT
2025-09-30 00:37:06.605,114263.7,0.001,BTCUSDT
2025-09-30 00:37:06.605,114263.7,0.001,BTCUSDT
2025-09-30 00:37:06.605,114264.0,0.001,BTCUSDT
2025-09-30 00:37:06.605,114264.2,0.002,BTCUSDT
2025-09-30 00:37:06.618,114264.4,0.02,BTCUSDT
2025-09-30 00:37:06.619,114264.4,0.057,BTCUSDT
2025-09-30 00:37:06.619,114264.4,0.006,BTCUSDT
2025-09-30 00:37:06.619,114264.4,0.002,BTCUSDT
2025-09-30 00:37:06.619,114264.4,0.001,BTCUSDT
2025-09-30 00:37:06.619,114264.5,0.002,BTCUSDT
2025-09-30 00:37:06.619,114264.5,0.002,BTCUSDT
2025-09-30 00:37:06.619,114264.5,0.001,BTCUSDT
2025-09-30 00:37:06.619,114264.5,0.001,BTCUSDT
2025-09-30 00:37:06.619,114264.9,0.002,BTCUSDT
2025-09-30 00:37:06.619,114265.6,0.002,BTCUSDT
2025-09-30 00:37:06.619,114265.6,0.002,BTCUSDT
2025-09-30 00:37:06.619,114265.7,0.002,BTCUSDT
2025-09-30 00:37:06.619,114265.8,0.001,BTCUSDT
2025-09-30 00:37:06.619,114265.8,0.001,BTCUSDT
